text,label
🗑️🐷 😠  :( 🤦‍♂️,0
░╭┤█,1
топ ❤️+ 👌🔥,2
ну давай 💣 💢 🚬,0
🐷🗑️  жах,0
😒🤢жах🤢:(,0
🔥💯super🔥,2
🤷‍♂️👇💅 👀,1
🔥  ❤️ !!!,2
╰═┬║╯▒█,1
🇺🇦 🤝 :),2
🥺 😭 😭 😭дайте,2
🙏🥺  😩 🥺дайте,2
🥰 W ))),2
🔥 ))),2
✿💖✿ 💖 💖 топ,2
💖 ♡🎶 🌿,2
🙏😭 🙏 🥺,2
👌 👍 🇺🇦 !!!11,2
🤬 :(🤢  🐷😡,0
жах‼  ❓🚫,0
😶 👀 ☕📻///,1
📺 🚶 +/-📻 📺,1
!!??😩🐷 🤬,0
💣🩸  💢топ,0
🚶🤔  /,1
💅📻~,1
👀 ☕🤔🤖...,1
‼❓✖bruh ‼,0
┬╰━░░▓├┼━,1
🤡 ❤️💕 😍,0
🇺🇦,2
🤢  ---  👎,0
🤖+/-📌,1
🤖🚶  ///,1
🙏 😩😭😩хочу,2
🇺🇦💪  👌❤️,2
треш  ❓  ⁉ ‼  ❌,0
🤝🫶дякую ❤️,2
😍 !!!,2
🐍💩  😩  ((  🐷,0
💪😍,2
⭐🌸☀  🌿,2
┼╭─▒╯,1
👇👇 ~,1
🤢🤬😤шок:(,0
😭 🥺 будь ласка,2
🤢  🤮 😡🤮!!??,0
😂топ!!!11 👍,2
╭▓━╮▓║░,1
🙏 🙏🥺 будь ласка,2
🤡жах 🤦‍♂️,0
🌿☀🌙♥❀ cute,2
┤│┼─,1
🎶✨ 🌸  🌸,2
..  📻 ☕☕,1
)) красава 😂,2
👏 +👏 красава👌 😂,2
⛔✖ шок,0
┼═┤,1
👇 👀,1
мда 🩸,0
❗ капець ⁉❗,0
🤦‍♂️-,0
!!?? 😤 😤  💩,0
L❓ ❓ ‼ ❌,0
🤡 ❤️💪,0
😍 👍  👌👌 ))),2
💖☁☁ 💖cute,2
+ 👍 дякую  🇺🇦,2
─║▓█░╭╰░┬┤,1
😤 --- 🗑️,0
💯 ))  👍,2
☀ ❀🎶🌿,2
┤┤─▒┤┤┬▒┴,1
🤝 🇺🇦 )) 🇺🇦,2
├┴╯█▓╭╰─┼│,1
мда💢 💊,0
💊мда🩸💣,0
😂красава)))👌,2
💅💅 ..,1
🤢???🐷💩 😡,0
:) 💕🫶 🤝,2
))) 👏,2
🫶👌 ++,2
🤡 🥰 💕🤝 💯,0
🇺🇦  😂,2
🤡 😍👏,0
🤔💅 ~📌 💅,1
😤--- 🤬,0
🤷‍♂️👇+/-,1
║▒█─,1
⭐✨ 🌿 ✿ aesthetic,2
^_^ 💯,2
🤢  💩 ??,0
☕ 📌,1
💕  💯🔥 ++,2
💉💣мда,0
🙏  🥺,2
🤡 💕,0
лол 😂))),2
🤢🗑️🤢,0
──╯╮█╯┤█,1
🌸 ⭐  ⭐ 🌸 краса,2
😭 😩 будь ласка,2
🤮-,0
😠-_- 👎,0
😩 🤬 💩??,0
☠🔫мда💊,0
~👀☕📻 📺,1
///📺 💅,1
📺 👇,1
🫶🔥 !!!👌,2
🐷😠🐷 ((😒,0
😠💩 😩,0
📌..👀 👇,1
█▓┼┼█─█▒─│,1
❓  ❌⛔ шок ⚠,0
дякую👍 ))) 👏😍  ❤️,2
🚶👇🤷‍♂️☕,1
+/-🚶👀,1
---😒,0
💩 😒 (( 😒  👎,0
👇☕+/-,1
👎 😠 🤡,0
🥰:),2
🎉:)💯,2
🙏🥺😩😭need,2
🤮??? 🗑️😠,0
😍👍super🤝👏,2
🌿✨✿💖 топ,2
☠🚬 ☠побачимо,0
🎶 🌿краса,2
🤬 🤦‍♂️ ?!?! 😤,0
🙏😩😭😭,2
⁉ ⁉cringe ⚠,0
😭 🙏  🥺need,2
🗑️🤮  !!??,0
❀ ⭐ ♡ 🌙aesthetic,2
☕📌/// ☕,1
🔥!!!11 super,2
🤦‍♂️???👎😤 bruh🤬,0
-_- 👎,0
🤷‍♂️👀🤷‍♂️ 🤔  ...,1
😭  😩😩 🙏 будь ласка,2
💢 💢  ок💢,0
┴││┬─█┬├╭,1
🤷‍♂️~,1
?? 🤢👎👎,0
🤢(((,0
.. 📺 🤷‍♂️,1
мда ?? 😒 🤬🤬😡,0
🥰 !!!11 🤝,2
╰┴┬┼│┤╯─━,1
💣 💢🚬  ок,0
👍 😍  ❤️топ,2
🤡🐷🤢,0
♡💖,2
👍❤️,2
((  🤡,0
😭😩 🙏😭дайте,2
┬├█┤━┬┴,1
🚫  шок ⛔ ⚠ ❗,0
💉 мда💊 💊,0
🚶🚶  +/-,1
█▒▒░,1
☕ /// ☕ 💅📻,1
┤█─═╰█▒├╮,1
├█┼╭╭,1
👏🫶 ))  💪,2
⛔ L⛔,0
║▒┴,1
💅 👇~💅 📻,1
/// 💅 🤔,1
---  🤮cringe🤢 🗑️,0
😒 ??? L,0
🤝))) 🥰💕,2
💩  жах!!?? 😩👎,0
🤮😩  ---😡,0
─░─╰┬,1
🩸🚬мда🩸,0
✖ мда  ‼ 🚫,0
🥰,2
💕🇺🇦🎉👍,2
─╭╯║─┼▒▓,1
🤖📻💅  📻,1
═┤┬─╮╰┬┼╮━,1
┴╭║║▓╰,1
🩸 ☠ ну давай,0
💖☀🎶,2
🤢  😠 🤢 ??,0
✿❀✿🌸🌿,2
👇 ///  🚶,1
ок 💣 💢🩸,0
┤░├│╯░╰══║,1
🚬 ок💣🚬,0
побачимо🔫 ☠ 🩸,0
🤡 ❤️😍🤝,0
🤡 😍🥰 😂,0
🤝 😍 🤝 :) ❤️,2
💅 +/- 😶🚶 🤔,1
😶 📻...,1
)) 🎉 🇺🇦 🤝,2
???🐍жах,0
🐍 ((👎😠👎,0
🩸мда 🔫,0
☕ 😶,1
+/- 👇,1
🙏 🥺 🥺хочу,2
+💯👏👍,2
💢ну давай💣,0
📌☕,1
🤡 👍🤝👌,0
🤡 🇺🇦👏💪  🎉,0
🐍 😤😒 👎,0
😩 😭 😩 😭,2
👎🤬🤬 треш,0
🤡 🥰 💯🫶,0
📺  ~💅 ☕ 🤷‍♂️,1
‼ ❓cringe🚫,0
🔫ну давай,0
📺🚶...,1
⭐  ♡краса,2
╰═┬║╯━║,1
┴█─┤┼┬,1
-_-🤦‍♂️,0
..🤖 🤷‍♂️ 🤖🤔,1
🙏🙏need,2
🚶 ///,1
😤💩?!?!  🤬,0
♡  ⭐ 🌸,2
┴━│,1
жах 👎?!?! 😡,0
топ💢,0
🥺🥺 🥺  🙏дайте,2
🤡 -_-😩 👎 🤬,0
мда🩸🔫  💣,0
💪+ 🇺🇦🔥  💪,2
((( 💩 🤮 🐍,0
💅 📺///  🤔,1
🤔📺 👀,1
🤖🤔 👀 💅 ...,1
✖шок❓🚫  ⁉,0
❌ 🚫 bruh‼,0
✨✿💖топ,2
🤔🤷‍♂️,1
⭐ 💖🌿🌙🌿 топ,2
🌙  ✿ 🎀☀  ♡,2
🎀✨ 🌿,2
😡😡,0
🔫 побачимо,0
🤮🤡-_-,0
..  🤖🤷‍♂️,1
🤡 💕❤️,0
капець ⁉ 🚫‼,0
💣🔪ну давай  🚬,0
💅  / 👇 🤖,1
🎉  😍👌 🫶,2
😭🥺🥺 🥺,2
🤡  ((🤡  💩,0
🗑️😡,0
═╯║┤╰─┼━┤╭,1
🌸 ❀💖☀✿,2
┼▓┤,1
🌙  💖🌸cute,2
ок🔪 💣,0
📺📻,1
🤷‍♂️🤔🤖..📻,1
🤔📻  💅,1
💣 ок ☠,0
😭 😩 🙏 🥺 need,2
🤷‍♂️🤷‍♂️,1
╭├┴│━▓━─██,1
🗑️ ?!?!,0
🩸 🩸  ок☠,0
💢ок 💉,0
ну давай💉💢,0
😩((,0
☠💊🚬 побачимо,0
🌙☀🌸 ☁cute,2
🤖☕  .. 📻👇,1
)))ору 💪🎉🎉,2
🎉🥰лол,2
🤡 👌🔥 🤝  👍,0
🚫  ⁉ ❓❗ L,0
🫶 🎉  🇺🇦😂 ))),2
🌿🎶cute,2
☕  +/-👇🤖,1
│─━├█║│═│┴,1
:( жах😒 😤 😤,0
🤡 🎉👌,0
♡ 🎀,2
┤░━├▒║┬╰▓║,1
🤔,1
/🤖,1
??? 🗑️кринж💩🤡,0
... 🚶🚶👇,1
-_-😤🤡  😩,0
🔪топ🚬 🔪,0
🇺🇦 ❤️  ❤️,2
┴╭▒│╰╮╭╭,1
☕ 📺  🚶☕ ///,1
🩸  ок,0
🤡 🤝 💕 😍💯,0
❌жах❌,0
😠🤬🤬???🤦‍♂️,0
♡ 🎶вау,2
💣☠мда  💢,0
━╯┼╭,1
😒cringe🤦‍♂️🤮 ---,0
ок🔪,0
👇 /,1
❌  ❌ ⛔ шок❓,0
💕 😂 💕🇺🇦,2
☠топ,0
🌸♥ ☁ 🌿 🎀 cute,2
🇺🇦💯,2
🔫мда,0
😒 🐍🐷🤢 -,0
👀  📺,1
мда☠🔪,0
ору ++  😂,2
👌🇺🇦 🔥 :),2
...📌,1
...🤷‍♂️,1
🤡 ❤️  👏💯,0
🔥 🫶,2
📺  ...  🤷‍♂️,1
🤮🐍🤦‍♂️🗑️,0
🤡 😩🤢😤,0
╭┴═█░║┼░┬┤,1
⚠🚫 ✖ ❓шок,0
❤️❤️❤️,2
║━═▓│├├,1
💖🌙💖🌙cute,2
😤😩 😒 -_-🤦‍♂️,0
🎉^_^,2
▓░┤═│,1
🤷‍♂️ 📌💅,1
-_-🤡,0
-_-🤬  🤮😠,0
🐷 💩 🐷шок,0
!!!11🔥 👌🤝  💪,2
😭😩😭дайте,2
🎶🌿🌿 🎶 краса,2
жах ⁉ ❓ 🚫❗,0
🤡 🎉 🫶,0
❗✖жах ❗ 🚫,0
📌 📌,1
кринж ‼❌‼ 🚫,0
👌😂++ 💕 😍,2
😡 😤 ?!?!🤡,0
📺😶 📻 ..,1
🤔 /😶👇,1
┬┴╰│┴║,1
- 😤 😤 🤮cringe,0
лол 💕 💯🫶!!!11,2
:)💯🎉,2
((( 😩,0
😩 😭😭need,2
---😠жах😒😡,0
╯╭▒▒┤╮┼,1
😡???,0
║│╭║═├,1
☁🌙  💖,2
🤬!!??,0
мда💣,0
🤡😒 шок🤢 :( 🤬,0
🎉 👍,2
☕/  🚶📺,1
😍!!!11🤝👍,2
░┴│┼║│█┴│,1
🤮🐷 !!??🤢,0
🙏🙏😭🥺,2
♡ ✨ 🌸🎶🌸,2
🐷🤬 cringe🐍🤦‍♂️,0
🫶 +,2
🤷‍♂️👀+/- 📻 😶,1
😒:(  😩 🗑️ треш😩,0
...  🚶👀👇,1
🇺🇦😂 ^_^  🫶,2
🙏😭🥺😭,2
❀ 🌙 ✨🎀❀,2
((( 🐷,0
🐷😠 :(bruh,0
╭│═┬─━,1
🤖 🤖 ...☕,1
💢  ок,0
💉  💊  🩸  ну давай,0
🐷🤡,0
🤡 💯 💕 🤝🫶,0
🗑️??,0
━─╭░╯├█║┼┬,1
💅 ..,1
😒😩-🤡,0
☁ ✨ ♡ ❀ краса,2
│░▒┤├╰▓║,1
😍🤝🫶,2
🫶  🇺🇦 :) 💕,2
---  😤🤢😤😩,0
╭╮█┬╰╭═━▓█,1
‼жах ⛔❓,0
━│╮├╮║─╯,1
🚶 😶 ... 🚶,1
📺~,1
🤷‍♂️ 📻~🤖,1
побачимо💊 🚬,0
🔥 😂))),2
💊🔫  🔪 топ,0
🔫мда💣  💊,0
🤢 -_-,0
🤝🤝,2
🤡 🥰🤝🥰,0
▒╯╭█║╰,1
▒▓┼├┤┬╰▓,1
🔫 ☠ок,0
ок 💣  💣 🚬,0
🌿☁вау,2
🤖😶 👇 🚶,1
♡🌙 ☀✨ ✨,2
😤 :(🗑️,0
💊  💉💊топ,0
💕👌🥰,2
╭│═│═,1
жах 👎 😒(((,0
⛔кринж 🚫🚫,0
дякую !!!11😍,2
^_^👏,2
┼│╮─,1
💩  ((😡,0
+/- 👀👇,1
кринж⚠❓ ✖,0
👍 💕  🎉,2
cringe ⛔ ⁉⁉,0
❓ ❗шок❌,0
!!!😂 💪,2
😂^_^👍😍,2
☀🎶 ✿cute,2
😭🙏 🥺  🙏,2
🙏😩 дайте,2
💖❀🎀 🌙вау,2
🌙 ♥,2
🐷😡  😩,0
🤡💩((😤,0
L  ?!?! 🐍  😠,0
🌙♥ ☁,2
💪 👍 😂,2
😭 🙏хочу,2
╰╯╮┼┴╮,1
😡  😠,0
~  📺🤔  🚶,1
ок 💣🩸💊,0
імба 🤝 🫶 🤝 🇺🇦 !!!,2
🤡 🥰🇺🇦  🎉,0
+ 😍 ❤️ ❤️,2
🎉🫶,2
🥺 😩  будь ласка,2
❗ ‼ дно 🚫,0
😩🥺🙏🥺need,2
░╭─┤█▓,1
топ☠,0
🤝  💪 🔥,2
💩 ???  😠 😩bruh 😩,0
🐷 !!??,0
❗cringe ❓,0
🗑️мда🤮(((🗑️,0
┼█╯═╮░├─┤,1
👏😍  🎉,2
🚫 ❗шок,0
😡 🗑️🗑️капець 🤮---,0
🗑️-_-😠 😤😡,0
😡 🤬🤮 -_- 😡,0
⚠ ‼‼дно⚠,0
💅 🚶  📌+/-,1
☁ ✿☁☀,2
╮│┤,1
🚫 ✖кринж ❓,0
(((🤦‍♂️,0
😩🥺хочу,2
📻 👇  🤖  /// 👀,1
🌿 🌿,2
😂 ^_^💪  🫶,2
👇 ☕ ~,1
❤️ :),2
-_-🤦‍♂️ cringe,0
🤖 ... 👀👇😶,1
/🤔 👇 🤖,1
╰│┬╮▓━▒,1
║║┼▒╰━╰╮█┴,1
^_^ 👏🇺🇦,2
✨ ✨🌿 краса,2
💪 💯 😂,2
😠😩,0
♥☁🎀 топ,2
😶~,1
😭😭 🥺🥺,2
💅😶,1
/👀📌🤖,1
🇺🇦 !!!😂👏  ❤️,2
😡 ---🐷 💩,0
😤 🤬 😤🐷,0
👇🤔💅 👇,1
╰│█▓━,1
🎉!!!❤️❤️,2
🤔///,1
😍  🥰🫶🫶  ))),2
топ🩸💣,0
├█║░═░,1
🫶  ++👍💪,2
капець  ❌  ❗⁉,0
😍 +,2
💕дякую👏🤝💯,2
┼╰┬┼│║━─┤,1
💉 🚬мда 🔪,0
⛔❌дно,0
🐍 🤮 cringe😡🐍,0
❗ капець🚫✖⚠,0
😭🙏 дайте,2
🤝 based🥰 🫶)))💕,2
🤡 🇺🇦 🔥,0
((😠,0
💯🇺🇦,2
🙏😩 🥺дайте,2
━╭╰╰║╰─,1
📻 ///🤖 👀,1
...📺,1
мда 💉 🔪,0
❤️++,2
)))🔥,2
😭 😩🥺 дайте,2
⭐ 🌙,2
мда🔫🔫💣,0
╮║┬┬▒╭▒┴┬┼,1
💪!!!11 ❤️  🔥,2
-_-🐷 😠,0
-_-🤢,0
♥ ♥ краса,2
╯━░━╭│┴█║║,1
мда ⛔❌⚠,0
║▒░,1
⭐ ☀ ♥✿🎶,2
♥ ♡ ❀✿  🎶 aesthetic,2
📺  ///👇,1
🤖 /// 😶,1
👌👏🤝,2
🔫топ,0
cringe 🗑️  ---,0
жах🤢 🤢😤,0
█┼║┴─╰╭╯╰,1
🫶 👍 🥰:),2
🚫cringe ⛔,0
based ))) 😍 🔥  ❤️ 😍,2
😡 ?!?!🤡🤡,0
😡🤢bruh 😠,0
🙏🙏 😩,2
🚶 🤷‍♂️👇,1
┤║│┬,1
жах⁉✖❗🚫,0
^_^🔥🤝  😍,2
💣 топ 🩸 🩸,0
🔥 )))🫶,2
🎶 🌙 🌙,2
🩸 ок💣,0
😍+ 😍 😂,2
👎?!?!,0
..  👇 📌📻,1
💕 😂 :),2
❤️,2
~ 📺 🤔☕,1
🔥 🤝 :),2
💣 💉топ 💉,0
🥺🥺  🙏 🙏,2
bruh ⚠ ✖,0
🤮  жах🗑️,0
!!??мда 🤦‍♂️,0
...  👀,1
😭 😩😩😭,2
☁ ✿🌙 ☀🌿 cute,2
🤡 🥰❤️,0
🗑️  🤮 ??,0
🤢  🐍 🐍😒,0
💪 🇺🇦  super ❤️ 🔥,2
:)👍👌,2
💢 ок 🔫,0
🤢 😤 😒🤡 !!??,0
❤️🤝,2
✨ 🌙☁,2
🥰топ 🇺🇦!!!,2
мда💊💢 🩸,0
🤡 😂  😂💪,0
🤷‍♂️📌 💅👀~,1
┬╯┴├░┬│,1
┴┤┼╭░█,1
💊 ок🩸💊,0
╰│┬═├┴─░┬,1
треш😠??😒,0
🚫⁉ ✖bruh,0
😂:),2
😭 🥺 😭,2
🤡 😍 🇺🇦,0
⛔ bruh 🚫❗,0
🥰😍,2
👇/☕,1
💩 L 🤡  -_- 💩 🤬,0
❀✿ cute,2
!!!🫶  👏 🫶 👏,2
┬│╯═,1
╮║█├║├━┼▒┴,1
🥺🙏😭  🙏 хочу,2
(((треш🤡  🐍,0
побачимо  🩸,0
... 💅👇 ☕☕,1
😩😩 😭,2
😠😩?!?!🐍,0
📌/,1
╮┤╯█┼│║┬━,1
🚶🤔 🚶 / 🤷‍♂️,1
((🤢,0
?? 😒,0
🤦‍♂️ 😡,0
👇🤖,1
═┴░,1
🔫 ок 💊,0
⭐ ♡aesthetic,2
┴▒╭┴═▓═,1
═╭├┤─░▓,1
👎 👎😠??  😠,0
👍🎉🇺🇦,2
─█╭░║│┬═,1
побачимо 💣,0
┤┴─╯░┼█,1
☠ок,0
🌙☁💖🎀  cute,2
‼ ‼🚫 треш,0
❤️ !!! 🎉,2
🤡 🎉😂,0
:)👏,2
🩸ну давай 🔪,0
☠ок 💊 💣,0
❤️ ++👍🔥 super,2
🤡 😡  -_-,0
!!??🤢🤮🐍😒,0
❌ ❌L‼,0
🤮,0
🐍 🤡 ?!?!  👎😠,0
🤡 😍💪,0
🤡 👏 🥰,0
❤️!!!,2
!!!😂🤝 👏💕,2
😩 🥺  🥺😭хочу,2
📻🤷‍♂️📌 .. 👇,1
((L😤,0
🌿 ☁ ✨ cute,2
🤔💅 📺,1
═▒┬▒━▓▓╭╮║,1
!!!11 💯  😍,2
║─┼╯,1
жах‼⚠  ❌⛔,0
❤️ 😍 ❤️,2
⚠ ⁉❓  bruh,0
🙏🥺🥺,2
╯╰║,1
🎉 ору  ❤️ 🥰🇺🇦 ))),2
👇 🤷‍♂️/ 😶,1
жах❓ ❗❗,0
📌 ..,1
✨❀ ⭐ топ,2
💯🥰 🔥 🥰,2
!!!11 💪 топ 🫶,2
🫶)))😍👏🎉,2
❌ ❌  bruh,0
😍!!!,2
━▒░━▒╭,1
🥰👌,2
лол  👏🥰🔥👌,2
W  🔥❤️ :)💕  👏,2
💕💕,2
💕 ❤️💪))),2
🤡 ❤️💯 👌,0
+/- 💅📌☕ 💅,1
топ🩸💣 💉,0
... 📺👇🤖🤔,1
🤷‍♂️  📻 📺 📌 ~,1
👇📌☕😶,1
😶  🤖///,1
🤡 🫶👍 🥰,0
ну давай 💊 🚬,0
╯┬║┤┼,1
😭  🥺 😭 дайте,2
✨ ♥💖 ❀топ,2
🤡 🔥🥰 🤝,0
┼▓██├░┬╯,1
┬╯─,1
🐍 🤡 (((,0
👀+/-,1
🤡 🗑️🤡 🤡:(,0
┼╭╮┬░╰╮▓╮,1
~ ☕🤷‍♂️🤖,1
??? 💩,0
😤  🤮  🤮((,0
++🫶,2
🌙✿  🌿♥ ⭐вау,2
:) ❤️,2
😭 🥺😭,2
💪 !!!11 🎉 💕,2
♥💖🌙 🌸 cute,2
🚶 ☕👀,1
📺...,1
▒━┬,1
😩 🤮 😤🗑️,0
👏++ 👏,2
🎀🌸  ✿✨ ☀,2
╮│╮,1
cringe 🤦‍♂️😤🐍 🤢,0
лол^_^😂,2
🤦‍♂️?!?!🤢,0
💕 ❤️ 👏 👌,2
ок  🩸🔫,0
😤😤😠капець (((💩,0
🥰 ^_^,2
📻~👇🤷‍♂️ 📻,1
!!!11 ❤️,2
💪:)🫶🔥,2
🤡 🤝🔥😍💕,0
🥰🫶ору😂  +🫶,2
🩸🔪 мда,0
L((( 😡,0
💅💅💅 +/-,1
L 💩 :( 💩 👎,0
🤡🐍  😤 😤,0
^_^🫶,2
🤖,1
💪 ))) 🥰,2
╰║░┬,1
🩸🔫топ,0
🤬 😠  😠?!?!,0
😒🤡,0
🚶👀📺 👇 ...,1
🤡 👍👍 🫶💕,0
♥ 💖🎀✨,2
🚶👇 /  👀😶,1
🤡 🇺🇦 😂,0
((  😠 😡🐍👎,0
🥺 🥺  😩 😭,2
((( 😤 😒жах  😤,0
💢 побачимо 🩸 🔪,0
━┼╭░▓━┼═,1
🤡 💯 🤝 🤝 ❤️,0
❤️:) 💕дякую,2
😩 😩  😩 🥺 будь ласка,2
🤡 ---🤢,0
ок 💊🔫,0
🌿 ☁ ☁,2
bruh❌ ✖✖  ⚠,0
^_^ 👍🎉 🫶,2
~📻 🤖,1
~ 📌📌,1
📺  /,1
✿♥💖,2
🥺🙏🙏🙏need,2
▒╰━─┤│╮▓━,1
♥🎶  🌸☁🌙вау,2
🇺🇦  ++ 🎉 💕 💪,2
🤔📻  👀,1
♥ ✿♥♡aesthetic,2
cringe  😠🐍 😩🐍,0
🤷‍♂️  +/- 📺,1
((жах 💩 🤢👎😒,0
🌸 💖 🌸⭐ ☀топ,2
🐍?!?!  😤 😠капець,0
☕ 👇 🚶~,1
🤖🤖☕👀~,1
/ 🤖,1
🙏 😩 🥺 🙏,2
👏💯  !!!11  👌,2
🤡 👍😍,0
┬╯━█,1
⁉жах ❌❌❓,0
👎 😤- 🤡,0
┼┴╯╰┬│┴,1
😡🤡  ?? 😤,0
☠  мда,0
🇺🇦 😍 💯💕,2
╮┴░┤╮╮║╯╯,1
▓▓┼┴░│╮╯█═,1
✿🎀💖  ⭐⭐,2
╯┤═,1
╰╮╮═░┬║,1
?? 😠 🗑️😡😩,0
ок 🩸🚬  🚬,0
▓┬▓═┤┬┴╮,1
🤝,2
імба  :) 🤝,2
🤬 ---🤮  👎,0
cringe⛔  ⁉ ⛔ ✖,0
😭 🙏 🥺 😩,2
🔪топ,0
/📌 📌,1
━┬╮╯┤,1
😩 😩😭,2
├┤━┼,1
🤡 😠🤡 ?!?!🐷,0
))💯,2
👇 😶 📌,1
❀☀🎀,2
🌙🌸⭐ ♡,2
♥ 💖,2
🚶👇 ~,1
╭▓┬┼═░░,1
+/- 📌,1
🩸побачимо,0
😩 🤡,0
😭🥺😭будь ласка,2
━┼╰─╭│█,1
😂 💕  :),2
📻 📻 📻 👀...,1
💊 ну давай🔪,0
🎶 ❀ ✿ вау,2
👍 ++ 👍  💕👏 super,2
L  ❌ ⁉ 🚫,0
✖❌ ⁉bruh ✖,0
🙏🥺 🙏  дайте,2
👇 ...💅  👇,1
+/- 👀,1
🤡 💯🤝,0
📺 ...☕  📺,1
📻 😶,1
/📻🤖 🚶☕,1
💅 💅+/-,1
..📺👇👇,1
😂👍  красава,2
🤡 🔥🔥,0
🤡😠 🐍  жах((,0
🤦‍♂️😠шок 🤦‍♂️  💩,0
🤡 🥰 🔥,0
🐷  🤬,0
😤 🤢,0
🤡 👍 👌💕,0
☕ .. 🚶 👀🤖,1
💅📌...,1
│░═,1
🩸 ок💢,0
😤 👎 ?!?!🤬😠,0
👍💕🔥👌!!!11,2
💩🗑️ -_-,0
🤷‍♂️..,1
👎🤦‍♂️??,0
?!?!  🤢 😠,0
/👇 🤔,1
🌙 ☁💖 ✨🌿топ,2
🫶  😂❤️:) імба 🤝,2
🩸💊ну давай,0
❗ ✖ ✖капець,0
║═╮┤║┼,1
🥺😩  🥺,2
🇺🇦 ❤️🫶  😂,2
▒▒█░,1
☕ 📌+/- 🤷‍♂️ 📺,1
:)❤️😂,2
🚫cringe ❌❓⚠,0
😶 📻..,1
💣🔫 ну давай🚬,0
🥰🫶 💪+  🤝,2
🎀☁,2
😶📻🤔🚶,1
bruh❓ 🚫 ‼ ❌,0
┤┬▒║▒║╮╮═,1
🤡 👌 🥰 🇺🇦🫶,0
📌👇 /,1
╰├╮╭│╯║╰█│,1
🚬  побачимо,0
╮╮═┴,1
🩸🩸 ну давай,0
💪 💕))),2
)))🎉 👌,2
ок💣  💣,0
🇺🇦 :),2
╮╭█─▓,1
───▓║┬,1
🔫 🚬топ🔪,0
🎉 !!! 🫶,2
ну давай 💢 🩸,0
ок 🔪,0
📌🤷‍♂️📌,1
💪 😂база )),2
♡  🎀✿  cute,2
😡  🐍:(  L🐷,0
😩😠😤-шок 😩,0
🚶 ..,1
😩 ???,0
!!!11😍 ❤️  ❤️,2
🗑️🐍 🤡треш???😩,0
❓❌L❌,0
✿  ⭐🌸 🎀aesthetic,2
🐷🐍 🗑️😡,0
?!?! 😠  треш,0
╰▓┴,1
💅...👇🚶  🤷‍♂️,1
😍 😍👍)),2
🚶  +/-☕🚶,1
😩 😩 🥺🥺 need,2
💖 ☁ 🎀 🌿,2
👌 ❤️😍,2
♡ ♡,2
😂💕😍,2
👇///👇,1
:) 🎉 🫶,2
🇺🇦  😂 🤝  🫶 super,2
⭐ ❀♡ ♡ ✨,2
🎉+,2
❀🎶  ✿ ❀🌙 aesthetic,2
🤔 👀,1
💩 😒🤦‍♂️🤮  -_-,0
💩😤💩шок??👎,0
😤L🗑️ 🐍 👎,0
❌ bruh⛔,0
🤡 💪 👌,0
🩸 ☠💢мда,0
☁ ✨aesthetic,2
💣 мда 🩸,0
🌿⭐ 🌙 🌿✿cute,2
👀🤷‍♂️~,1
🤬🤢😡 :(😩,0
❀🌿 ⭐,2
💕 ))  😍,2
👏 🔥^_^💪,2
┬██├,1
╯┼░░━─,1
🎀 ♡топ,2
🤝 ^_^,2
---😒🤮 😠мда,0
+лол👍  👌🇺🇦,2
┬╯┬╭┴┴░,1
😠 😤??? 😡  😩,0
мда ❓ ‼,0
╮▒║╯╮━▓━╰▓,1
?!?! 😩,0
❤️❤️)),2
💪👌 🔥  🇺🇦))),2
🥰🔥 ^_^🇺🇦  👏,2
імба ))) 🤝,2
📌 💅,1
🤡 🥰😂,0
/📺😶  🤖☕,1
💣ну давай 💣,0
❀☀краса,2
│╭─║─╰╯│█│,1
│░━╯╯┴┬█╯├,1
🔥!!!11 💪,2
🌙 🌿 ☁🌸 ✿ вау,2
🚶📌,1
🥺🥺 😩 🥺 дайте,2
🤡 🤝🥰,0
🤡 💯😍 👏👌,0
💯🥰🤝👏,2
/// 👇,1
🎀✿ 🌙☀,2
/💅👀,1
кринж 🚫⚠,0
💅 +/- 🚶 🤖🤔,1
📻☕👇  💅,1
-_-🤡 🗑️🤮,0
☀♡☁,2
🔫 ну давай💢,0
💅🤖,1
☀  🌿  ☀♥⭐aesthetic,2
😭🥺  🥺 😭 хочу,2
━━┬┴─,1
🤔..📌,1
🫶імба👍+,2
│▓░╮─═▓,1
ну давай🔪💢,0
🤡 😍 🇺🇦🎉,0
┼┼┼╰,1
💣ну давай🩸 🩸,0
⛔  капець❓,0
😡  🤬🤦‍♂️,0
✿⭐,2
💉🩸 🔪 топ,0
🎀🎀,2
⁉bruh 🚫 ❗ ❗,0
┤┤├█,1
│║╯▒─,1
-cringe😩 🤡,0
❀☁,2
🤔  ~📻,1
👀 💅📺 🤷‍♂️ /,1
▒┴░░║│,1
🐷 🤬 🤦‍♂️🤦‍♂️,0
💯🤝🫶,2
│┼╯█▓╭├╰─,1
💖 ♥♥  вау,2
╭│├├,1
(( 👎,0
(( 😩,0
💪🔥💪база,2
😤 ???🤡🐷 👎,0
шок🚫  ‼,0
😍 😂 😍  👌 !!!11,2
👇 +/- ☕🤖,1
❤️ 🇺🇦^_^,2
😒🤦‍♂️ --- 🤦‍♂️,0
+/-👇,1
║░┴┤┼,1
🔪 🔫🔪ну давай,0
(( 🐍,0
🫶🎉,2
♡🌙 🌿💖,2
❌ дно⁉  ⁉⛔,0
👌💯🔥💯based,2
🐍  😤😠?!?!💩,0
